Canonical Flashcard ID,Legacy / Package Card ID,Source Position,Status,Disposition,Program Section,Topic,Workbook Number,Chapter Number,Chapter Title,Card Type,Concept,Prompt,Back,Memory Cue,Assessment Record IDs,Source Master Question IDs,Workbook Route,Error Category,Source Concept,Currency Control,Source Accuracy,Version,Review Date,Output Status,Source Family
CTA-EP-002-FC-0306,CTA-FC-0306,CTA-FC-0306,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Key Concept,Experience and Learning,What is the key principle to remember?,"Experience supports competence most effectively when combined with reflection, feedback, and current learning.","Experience is evidence only when it is relevant, current, and evaluated.",WB3-C3-Q005,CTA-MQB-0260,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0307,CTA-FC-0307,CTA-FC-0307,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Distinction,CE Compliance vs. Competence,How should these concepts be separated on the exam?,The therapist may be meeting a renewal requirement without addressing actual competence needs.,Separate CE compliance from whether the education actually addresses current practice.,WB3-C3-Q006,CTA-MQB-0261,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0308,CTA-FC-0308,CTA-FC-0308,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,Outdated Legal Practice,What principle should guide the clinician’s decision?,Review current authoritative sources and revise the procedure if the rule has changed.,“We have always used this form” is a red flag for outdated practice.,WB3-C3-Q007,CTA-MQB-0262,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0309,CTA-FC-0309,CTA-FC-0309,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,New Technology,What principle should guide the clinician’s decision?,"Learn the tool’s limitations and privacy implications, verify all clinical content independently, and avoid unsafe use until adequately prepared.","For new technology, look for training, limitations, privacy, independent review, and continued accountability.",WB3-C3-Q008,CTA-MQB-0263,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0310,CTA-FC-0310,CTA-FC-0310,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,Outcome Monitoring,What principle should guide the clinician’s decision?,"Review the outcomes, reassess the intervention and current knowledge, and determine whether changes or additional preparation are needed.",Repeated nonresponse or distress should trigger reassessment - not automatic continuation or blame.,WB3-C3-Q009,CTA-MQB-0264,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0311,CTA-FC-0311,CTA-FC-0311,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,Coursework and Specialized Skill,What principle should guide the clinician’s decision?,The therapist should assess whether the course provided sufficient practical preparation for the intervention and risk level before using it.,Match the depth of preparation to the complexity and risk of the service.,WB3-C3-Q010,CTA-MQB-0265,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0312,CTA-FC-0312,CTA-FC-0312,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,Cultural Responsiveness,What principle should guide the clinician’s decision?,The therapist may need additional culturally responsive preparation and should evaluate how the unfamiliar context affects assessment and treatment.,"Cultural competence questions favor curiosity, individualized assessment, and appropriate learning - not stereotypes or impossible perfection.",WB3-C3-Q011,CTA-MQB-0266,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0313,CTA-FC-0313,CTA-FC-0313,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,Recurring Feedback,What principle should guide the clinician’s decision?,Identify the underlying knowledge or skill deficit and complete targeted improvement while protecting current clients.,"Repeated errors indicate a pattern. Address the source, not only each individual example.",WB3-C3-Q012,CTA-MQB-0267,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0314,CTA-FC-0314,CTA-FC-0314,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,Professional Development Planning,What principle should guide the clinician’s decision?,"Reassess the competence demands of the current caseload, obtain relevant education and skill development, and limit or coordinate services when needed to protect clients.","When the practice changes, the learning plan must change with it.",WB3-C3-Q014,CTA-MQB-0269,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0315,CTA-FC-0315,CTA-FC-0315,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,Evaluating New Evidence,What principle should guide the clinician’s decision?,"Review the quality and relevance of the evidence, compare it with current standards and client needs, and modify practice when warranted.",The exam favors critical evaluation - not reflexive resistance or trend chasing.,WB3-C3-Q015,CTA-MQB-0270,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0316,CTA-FC-0316,CTA-FC-0316,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,New Trends and Competence,What principle should guide the clinician’s decision?,"Evaluate the evidence, risks, training requirements, and client fit before deciding whether to use the intervention.",Neither popularity nor client waiver replaces evidence and adequate preparation.,WB3-C3-Q016,CTA-MQB-0271,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0317,CTA-FC-0317,CTA-FC-0317,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,3,Maintaining Professional Competence,Application Principle,Comprehensive Competence Maintenance,What principle should guide the clinician’s decision?,"Identify and prioritize the specific gaps, verify current standards, obtain targeted learning, correct unsafe procedures, monitor outcomes, and protect clients while competence is strengthened.","For integrated questions, organize the concerns: current authority, actual performance, specific gaps, client risk, corrective learning, and follow-through.",WB3-C3-Q017,CTA-MQB-0272,WB3-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0318,CTA-FC-0318,CTA-FC-0318,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Purpose of Consultation,What principle should guide the clinician’s decision?,"Consultation adds expertise, perspective, or clarification without automatically changing the treating relationship or final responsibility.",Separate the function of consultation from the legal role of the treating clinician.,WB3-C4-Q001,CTA-MQB-0273,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0319,CTA-FC-0319,CTA-FC-0319,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Key Concept,Responsibility After Consultation,What is the key principle to remember?,Consultation informs a decision. The treating clinician remains responsible for applying governing law and professional judgment to the client’s circumstances.,"On the exam, “consult” rarely means “obey without analysis.”",WB3-C4-Q002,CTA-MQB-0274,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0320,CTA-FC-0320,CTA-FC-0320,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Distinction,Consultation vs. Referral,How should these concepts be separated on the exam?,"Consultation strengthens decision-making; referral connects the client with different or additional care. They may occur together, but they serve different functions.",Ask who remains involved in care and whether the arrangement actually changes providers.,WB3-C4-Q003,CTA-MQB-0275,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0321,CTA-FC-0321,CTA-FC-0321,Active,ADAPT-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Distinction,Consultation vs. Required Supervision,How should these concepts be separated on the exam?,"Consultation can supplement learning, but required ASW supervision, oversight, and approved direct supervisor contact remain in force.",Required supervision is not replaced by consultation.,WB3-C4-Q004,CTA-MQB-0276,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0322,CTA-FC-0322,CTA-FC-0322,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Key Concept,Confidentiality Check,What is the key principle to remember?,"Identify the purpose and recipient, determine the legal disclosure basis, and limit information to the legitimate consultation need This sequence recognizes that legal permission and proportional disclosure are context-dependent. [Civ. Code § 56.10]",Avoid “always” and “never” answers in consultation-confidentiality questions unless a specific rule supports them.,WB3-C4-Q005,CTA-MQB-0277,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0323,CTA-FC-0323,CTA-FC-0323,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Personal Reactions and Objectivity,What principle should guide the clinician’s decision?,"The BBS outlines test awareness and management of personal values, beliefs, and reactions, including situations indicating professional assistance or consultation.",Choose the response that protects the client while addressing the clinician factor directly and proportionately.,WB3-C4-Q006,CTA-MQB-0278,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0324,CTA-FC-0324,CTA-FC-0324,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Selecting a Consultant,What principle should guide the clinician’s decision?,The consultant must fit the actual question and be able to receive and handle information appropriately.,"Match the consultant to the issue, not to the clinician’s comfort or desired answer.",WB3-C4-Q007,CTA-MQB-0279,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0325,CTA-FC-0325,CTA-FC-0325,Active,ADAPT-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Treatment Consultation and Disclosure,What principle should guide the clinician’s decision?,"The LCSW should confirm the treatment purpose and legal basis, use relevant information, and de-identify or limit details when feasible.",Do not collapse “treatment exception” into “anything goes.” Analyze both permission and scope.,WB3-C4-Q008,CTA-MQB-0280,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0326,CTA-FC-0326,CTA-FC-0326,Active,ADAPT-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Documentation,What principle should guide the clinician’s decision?,"A timely record of the reason for consultation, significant input, the clinician’s independent assessment, action, and follow-up captures the material reasoning and preserves accountability.","Document the decision pathway, not a liability-shifting story or an unnecessary transcript.",WB3-C4-Q009,CTA-MQB-0281,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0327,CTA-FC-0327,CTA-FC-0327,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Urgent Threat and Consultation,What principle should guide the clinician’s decision?,California Civil Code section 43.92 requires a duty-to-protect analysis under specified facts; consultation may occur promptly but cannot postpone necessary protection.,"In urgent scenarios, reject answers that make routine consultation a reason to wait.",WB3-C4-Q010,CTA-MQB-0282,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0328,CTA-FC-0328,CTA-FC-0328,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Individual Mandated-Reporting Duty,What principle should guide the clinician’s decision?,"Reasonable suspicion is sufficient, the duty is individual, and a supervisor may not impede it. [Pen. Code § 11166]","When the statute states an individual duty, neither consultation nor supervision can veto it.",WB3-C4-Q011,CTA-MQB-0283,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0329,CTA-FC-0329,CTA-FC-0329,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Consultation and Competence,What principle should guide the clinician’s decision?,The response matches assistance to the actual competence gap and protects continuity rather than assuming one conversation is enough.,Consultation can identify a pathway to competence; it is not itself proof that the pathway is complete.,WB3-C4-Q012,CTA-MQB-0284,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0330,CTA-FC-0330,CTA-FC-0330,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Legal Consultation and Records Request,What principle should guide the clinician’s decision?,"The therapist should protect the information, assess validity and jurisdiction, and obtain issue-specific legal guidance. A friend’s clinical license does not make the friend legal counsel.","When a legal document is ambiguous, do not choose automatic disclosure or automatic refusal; preserve and verify.",WB3-C4-Q013,CTA-MQB-0285,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0331,CTA-FC-0331,CTA-FC-0331,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Conflicting Consultation,What principle should guide the clinician’s decision?,"Conflicting opinions signal a need to identify missing facts and assumptions, not to surrender judgment. The client’s risk and continuity remain central.","Conflicting consultation calls for synthesis, not a vote or seniority rule.","WB3-C4-Q014, WB5-C4-Q016, WB5-C5-Q014","CTA-MQB-0286, CTA-MQB-0475, CTA-MQB-0490",WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0332,CTA-FC-0332,CTA-FC-0332,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,Access Limits and Safe Continuity,What principle should guide the clinician’s decision?,"Assess risk and the specific gap, obtain qualified consultation or collaboration, add needed training or supervision, and modify or refer/transfer if safe care cannot be maintained This proportionate response protects access while testing whether supports can make continued care safe; it also preserves referral or higher care when supports are insufficient.",The best exam answer often uses the least disruptive option that actually protects the client - not the least disruptive option at any cost.,WB3-C4-Q015,CTA-MQB-0287,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0333,CTA-FC-0333,CTA-FC-0333,Active,KEEP-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Legal Rule,Authorization and Community Consultation,"What legal rule, authority, or timing requirement applies?","The therapist can seek general, de-identified cultural knowledge or another resource while respecting the client’s refusal and confidentiality.",Distinguish valuable cultural knowledge from legal status as a treating health care professional.,WB3-C4-Q016,CTA-MQB-0288,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0334,CTA-FC-0334,CTA-FC-0334,Active,ADAPT-LCSW,Workbook 3,Professional Competence,3,4,Consultation and Seeking Professional Assistance,Application Principle,"Integrated Risk, Supervision, Competence, and Consultation",What principle should guide the clinician’s decision?,"Assess immediate medical and safety risk, involve the approved supervisor promptly, obtain specialized consultation or collaboration as appropriate, arrange higher care or transfer if indicated, protect confidentiality, and document the ASW’s reasoning and actions.",Integrated questions reward correct ordering: risk → duty/supervision → competence support → continuity → confidentiality → documentation.,WB3-C4-Q017,CTA-MQB-0289,WB3-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0369,CTA-FC-0369,CTA-FC-0369,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Key Concept,Definition of Professional Impairment,What is the key principle to remember?,"Impairment is a functional concept involving interference with safe, ethical, or effective performance.",Choose the answer that connects a condition to actual professional functioning and client protection.,WB4-C1-Q001,CTA-MQB-0324,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0370,CTA-FC-0370,CTA-FC-0370,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Distinction,Diagnosis vs. Impairment,How should these concepts be separated on the exam?,The diagnosis alone does not establish impairment because professional functioning remains effective The facts show effective professional functioning despite the diagnosis.,"Do not stigmatize a diagnosis. Look for actual decline in judgment, performance, or client safety.",WB4-C1-Q002,CTA-MQB-0325,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0371,CTA-FC-0371,CTA-FC-0371,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Exam Trap,Pattern and Warning Signs,What common exam mistake should be avoided?,A repeated pattern across several professional duties suggests meaningful functional decline.,"Patterns, persistence, severity, and client impact carry more weight than a single isolated event.",WB4-C1-Q003,CTA-MQB-0326,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0372,CTA-FC-0372,CTA-FC-0372,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Distinction,Impairment vs. Misconduct,How should these concepts be separated on the exam?,"The concepts may overlap, but their primary focus differs.",Separate the source of reduced functioning from the conduct that must still be evaluated and addressed.,WB4-C1-Q004,CTA-MQB-0327,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0373,CTA-FC-0373,CTA-FC-0373,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Key Concept,Initial Functional Assessment,What is the key principle to remember?,A focused functional and risk assessment should guide the next proportionate step.,"When urgency is not established, identify and assess before choosing a more restrictive intervention.","WB4-C1-Q005, WB4-C2-Q005, WB4-C4-Q005","CTA-MQB-0328, CTA-MQB-0345, CTA-MQB-0379",WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0374,CTA-FC-0374,CTA-FC-0374,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,Stress With Intact Functioning,What principle should guide the clinician’s decision?,"The central issue is professional functioning, which remains intact in the scenario.",The presence of a stressor is not enough; locate evidence of actual professional impact.,WB4-C1-Q006,CTA-MQB-0329,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0375,CTA-FC-0375,CTA-FC-0375,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,Pattern of Functional Decline,What principle should guide the clinician’s decision?,"The repeated pattern affects reliability, documentation, memory, and risk assessment and requires prompt evaluation.","When several areas of performance decline together, treat the pattern as clinically and ethically significant.",WB4-C1-Q007,CTA-MQB-0330,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0376,CTA-FC-0376,CTA-FC-0376,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,Medication and Functional Impact,What principle should guide the clinician’s decision?,The professional question is whether side effects interfere with safe performance.,"Focus on observable side effects and current performance, not the legal status of the medication alone.",WB4-C1-Q008,CTA-MQB-0331,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0377,CTA-FC-0377,CTA-FC-0377,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,Immediate Colleague Concern,What principle should guide the clinician’s decision?,The observer should prevent unsafe service and use the available professional chain of responsibility.,"In an urgent situation, protect the client first; investigate the cause after unsafe practice has been prevented.",WB4-C1-Q009,CTA-MQB-0332,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
